Price,Acreage,Date Posted,Amenities_rating,Floors,days_since_min,Rooms,Distance_to_center
4.675000000000001,55,2023-10-18 12:24:23,4.8,4,407,9,3.1355309029100744
7.9,53,2023-10-18 12:27:33,6.0,2,407,5,5.609554429497919
8.6,65,2023-10-18 12:30:05,4.8,3,407,7,5.308363648122866
4.8,36,2023-10-18 12:42:22,4.8,3,407,5,3.511120227481702
6.2,62,2023-10-18 13:19:30,6.0,3,407,9,4.990419667156997
4.95,32,2023-10-18 13:33:54,3.3,2,407,3,5.609554429497919
8.8,64,2023-10-18 13:42:11,3.3,2,407,6,5.1249943780676155
3.9,40,2023-10-18 13:52:54,4.2,2,407,8,7.805593611926199
8.0,103,2023-10-18 14:02:34,6.0,1,407,6,5.700976069814315
6.9,80,2023-10-17 15:01:03,2.7,3,406,9,6.521612546095798
6.9,55,2023-10-17 15:14:56,3.0,3,406,7,5.095695245760163
4.9,60,2023-10-17 15:29:02,4.2,3,406,8,7.789170234312453
1.79,12,2023-10-17 16:49:38,1.5,2,406,4,6.9247897538086844
7.5,60,2023-10-17 17:24:05,4.8,3,406,8,11.781412093803368
7.5,55,2023-10-17 17:34:13,3.3,2,406,8,3.1514677626311234
7.3,88,2023-10-17 17:42:37,4.8,3,406,6,4.064113191301924
4.65,42,2023-10-17 22:04:31,0.0,2,406,4,4.826370752611463
5.68,68,2023-10-17 22:08:42,4.8,2,406,11,10.527530422973213
2.55,19,2023-10-17 23:39:58,6.0,2,406,4,2.9282781625673713
12.5,122,2023-10-15 21:43:56,6.0,4,404,8,4.064113191301924
13.0,55,2023-10-15 22:30:28,2.7,4,404,8,4.064113191301924
5.4,54,2023-10-15 23:21:00,2.7,2,404,8,14.156396161063373
5.6,60,2023-10-16 00:03:25,4.8,3,404,6,10.106145119549197
6.5,50,2023-10-16 08:57:58,4.8,3,405,7,4.064113191301924
4.5,49,2023-10-16 08:58:15,4.5,2,405,4,5.609554429497919
5.88,90,2023-10-16 09:10:51,3.0,4,405,8,10.527530422973213
4.69,35,2023-10-16 09:26:40,1.5,3,405,5,5.572999341697547
4.675000000000001,55,2023-10-16 09:38:03,6.0,3,405,8,3.1355309029100744
9.7,70,2023-10-16 10:13:40,4.8,2,405,10,5.609554429497919
4.8,76,2023-10-16 10:27:10,3.0,2,405,6,13.421886903106813
5.5,32,2023-10-16 10:28:20,2.7,2,405,4,6.9247897538086844
2.69,23,2023-10-16 10:44:59,3.3,2,405,4,7.181521538180868
2.05,20,2023-10-16 11:44:49,4.8,3,405,5,7.400457713350034
5.2,80,2023-10-16 12:53:34,3.0,3,405,6,6.32170326986321
5.0,50,2023-10-16 13:48:52,4.8,4,405,7,11.730971191037824
9.5,95,2023-10-16 14:31:22,4.8,4,405,8,3.882423578089553
4.1,50,2023-10-16 16:17:39,2.7,3,405,3,9.901971262071687
4.1,50,2023-10-16 16:17:39,2.7,1,405,3,9.901971262071687
4.9,50,2023-10-16 16:35:09,4.8,3,405,7,4.064113191301924
2.4,20,2023-10-16 17:13:46,4.8,3,405,4,4.064113191301924
6.8,68,2023-10-16 19:21:25,2.7,3,405,7,9.358332682661967
4.75,45,2023-10-17 08:14:01,2.7,1,406,5,4.00107535154236
4.5,52,2023-10-17 08:23:48,4.8,1,406,4,5.700976069814315
5.5,55,2023-10-17 09:18:52,4.8,3,406,9,10.62395909413569
6.65,62,2023-10-17 09:52:01,1.5,2,406,5,5.609554429497919
6.9,60,2023-10-17 09:56:53,4.2,3,406,6,7.621127302391137
2.19,30,2023-10-17 11:34:27,2.7,2,406,4,10.240431817143143
7.3,75,2023-10-17 12:30:36,6.0,2,406,4,4.064113191301924
3.4,65,2023-10-15 20:42:39,4.8,1,404,3,9.358332682661967
7.99,70,2023-10-13 17:15:00,3.0,4,402,8,8.326226181980745
4.6,60,2023-10-13 21:24:19,4.8,2,402,4,12.354680826443971
4.6,54,2023-10-13 21:58:49,4.8,2,402,5,9.358332682661967
4.6,60,2023-10-13 22:38:34,4.8,2,402,4,9.358332682661967
4.6,54,2023-10-13 23:10:50,3.3,2,402,5,12.354680826443971
9.0,42,2023-10-14 09:43:43,6.0,4,403,6,3.488064071809029
4.5,36,2023-10-14 12:08:06,6.0,3,403,7,7.857925174484818
6.8,113,2023-10-14 14:15:46,1.5,3,403,6,9.358332682661967
6.8,112,2023-10-14 15:02:49,4.8,3,403,6,9.358332682661967
11.2,75,2023-10-14 15:11:29,4.8,2,403,5,8.280148507995687
6.8,122,2023-10-14 16:05:32,4.8,2,403,6,9.358332682661967
8.5,72,2023-10-14 16:14:11,6.0,4,403,9,4.064113191301924
4.5,72,2023-10-14 16:33:04,2.7,1,403,4,13.238219163750847
6.8,113,2023-10-14 16:45:18,4.8,3,403,6,9.358332682661967
7.6,59,2023-10-14 17:17:26,4.8,2,403,6,4.064113191301924
5.5,60,2023-10-14 18:35:28,6.0,2,403,4,4.064113191301924
4.99,59,2023-10-14 21:09:34,4.2,2,403,5,11.88877459123046
2.2,30,2023-10-14 21:51:20,2.7,2,403,3,13.238219163750847
6.5,62,2023-10-15 07:56:11,4.2,4,404,10,7.354360592888426
6.7,115,2023-10-15 13:17:28,4.8,2,404,6,9.358332682661967
5.2,75,2023-10-15 16:21:18,3.0,4,404,6,10.55076190248157
3.4,60,2023-10-15 17:45:50,1.5,1,404,3,10.377728057304916
3.4,60,2023-10-15 19:29:00,3.3,1,404,3,9.358332682661967
5.55,57,2023-10-13 16:56:11,6.0,2,402,8,4.064113191301924
5.38,72,2023-10-11 21:40:05,3.0,3,400,6,7.621127302391137
4.9,60,2023-10-11 21:41:27,4.8,2,400,5,11.176324288043299
10.88,80,2023-10-12 06:21:19,4.8,4,400,8,9.521822151364667
5.2,34,2023-10-12 08:38:29,3.0,2,401,6,8.225626623986296
5.35,55,2023-10-12 08:45:28,6.0,1,401,7,5.700976069814315
6.6,55,2023-10-12 09:04:09,3.0,2,401,9,7.621127302391137
11.0,77,2023-10-12 09:19:18,4.8,2,401,8,4.064113191301924
5.65,42,2023-10-12 09:50:04,4.2,3,401,6,6.9247897538086844
2.2,33,2023-10-12 10:16:12,6.0,2,401,5,4.064113191301924
5.5,55,2023-10-12 10:56:57,6.0,3,401,10,9.788883255497614
6.65,62,2023-10-12 11:14:43,4.8,2,401,5,5.609554429497919
6.7,63,2023-10-12 12:10:14,6.0,4,401,9,6.9247897538086844
6.9,60,2023-10-12 14:55:44,4.2,3,401,6,7.428941042902433
7.1,60,2023-10-12 15:22:34,4.8,4,401,9,6.9247897538086844
4.0,63,2023-10-12 15:45:06,1.5,3,401,6,9.358332682661967
4.0,40,2023-10-12 16:36:08,4.8,3,401,6,9.358332682661967
3.9,54,2023-10-12 17:55:28,4.8,2,401,5,12.55680001335632
3.4,21,2023-10-12 21:15:24,4.8,1,401,4,1.0033381358797573
3.9,110,2023-10-12 21:38:28,2.7,1,401,8,11.98554363632407
13.8,55,2023-10-12 21:51:25,6.0,4,401,9,2.245176468602504
3.5,36,2023-10-13 08:10:30,2.7,2,402,4,6.394834539888105
6.28,120,2023-10-13 09:59:12,6.0,2,402,9,7.031684224173031
4.6,50,2023-10-13 10:53:58,6.0,2,402,4,4.064113191301924
11.5,75,2023-10-13 13:24:34,4.8,4,402,9,3.1355309029100744
2.1,53,2023-10-13 14:47:58,0.0,1,402,3,10.527530422973213
9.0,42,2023-10-13 15:10:22,2.7,4,402,6,4.064113191301924
2.2,30,2023-10-11 13:18:48,1.5,1,400,3,13.238219163750847
5.8,92,2023-10-11 13:47:13,4.8,3,400,6,7.825987619050242
4.1,51,2023-10-11 14:15:35,3.0,1,400,4,8.81659846719767
2.5,48,2023-10-11 14:16:10,0.0,1,400,3,13.238219163750847
5.7,108,2023-10-11 14:34:40,6.0,2,400,4,5.609554429497919
4.0,35,2023-10-11 16:47:42,4.8,4,400,6,7.621127302391137
5.98,60,2023-10-11 19:06:02,6.0,2,400,10,10.527530422973213
4.5,73,2023-10-09 14:22:57,3.3,1,398,6,9.358332682661967
4.5,92,2023-10-09 15:02:32,3.3,1,398,6,9.358332682661967
6.3,60,2023-10-09 15:05:49,4.8,2,398,8,5.806023517583354
3.4,41,2023-10-09 15:08:27,3.0,2,398,4,7.621127302391137
4.6,58,2023-10-09 15:09:29,1.5,2,398,5,10.951843515477082
10.0,72,2023-10-09 15:44:02,4.8,4,398,11,4.064113191301924
4.3,50,2023-10-09 15:47:42,4.8,2,398,4,8.301434738365527
4.75,43,2023-10-09 17:13:08,4.8,4,398,9,4.064113191301924
3.2,28,2023-10-09 20:53:24,4.8,3,398,7,6.9247897538086844
11.5,85,2023-10-09 21:32:38,2.7,2,398,14,6.9247897538086844
3.5,67,2023-10-09 22:34:50,1.5,2,398,4,3.1355309029100744
4.6,50,2023-10-10 08:50:33,2.7,3,399,7,6.9247897538086844
9.8,65,2023-10-10 11:42:17,4.5,2,399,9,9.358332682661967
2.48,55,2023-10-10 12:45:41,1.5,1,399,2,15.687151789654031
8.2,64,2023-10-10 13:04:54,4.8,3,399,8,3.294632599631027
4.0,45,2023-10-10 13:09:19,3.3,3,399,6,11.991447869165395
4.0,42,2023-10-10 14:58:38,4.8,2,399,4,4.94174650545712
3.1,41,2023-10-10 15:28:38,4.8,2,399,4,8.226154501035758
9.3,64,2023-10-10 17:03:49,3.0,4,399,11,4.064113191301924
6.5,64,2023-10-10 17:07:35,4.8,3,399,13,7.4425190442591855
6.5,47,2023-10-10 18:07:13,4.8,4,399,9,4.064113191301924
4.0,43,2023-10-10 19:15:10,3.3,3,399,6,11.991447869165395
6.2,70,2023-10-11 08:48:38,4.8,2,400,5,3.294632599631027
8.47,55,2023-10-09 08:54:00,6.0,3,398,5,7.621127302391137
5.1,42,2023-10-09 12:10:27,6.0,4,398,7,3.294632599631027
3.8,68,2023-10-07 17:47:41,4.2,2,396,5,3.1355309029100744
3.4,58,2023-10-07 17:56:17,4.8,2,396,5,9.358332682661967
3.5,45,2023-10-08 08:25:04,2.7,2,397,3,4.239074320321802
3.8,64,2023-10-08 17:16:05,6.0,2,397,5,11.240707531184638
3.9,29,2023-10-08 17:39:37,4.8,3,397,8,2.549001459797873
6.8,68,2023-10-08 18:16:01,4.8,1,397,7,4.8454657377771015
3.7,64,2023-10-08 18:29:49,1.5,2,397,5,11.240707531184638
4.5,92,2023-10-08 22:20:50,4.8,1,397,6,11.474878016823533
7.0,120,2023-10-09 05:33:41,4.8,2,397,11,3.023717385504793
3.5,55,2023-10-09 06:03:26,4.2,2,397,3,12.182025365005888
6.38,70,2023-10-06 15:57:38,3.3,4,395,8,10.527530422973213
4.9,45,2023-10-06 16:11:51,6.0,2,395,5,10.527530422973213
4.3,64,2023-10-06 16:24:53,4.8,1,395,3,9.358332682661967
4.3,64,2023-10-06 16:47:52,3.3,1,395,3,9.358332682661967
5.7,41,2023-10-07 08:26:46,6.0,4,396,7,8.290561493247846
5.2,71,2023-10-07 09:21:39,1.5,2,396,4,7.621127302391137
4.2,45,2023-10-07 09:48:09,6.0,2,396,4,3.294632599631027
3.4,60,2023-10-07 13:44:36,4.8,1,396,6,9.358332682661967
5.35,40,2023-10-07 14:06:45,4.8,2,396,4,6.9247897538086844
4.95,42,2023-10-07 15:09:15,3.0,3,396,6,6.191025850670275
2.7,35,2023-10-05 14:28:30,3.0,1,394,4,7.621127302391137
3.5,60,2023-10-05 15:05:50,1.5,1,394,5,11.991447869165395
8.6,50,2023-10-05 20:29:36,3.0,2,394,10,6.9247897538086844
3.3,61,2023-10-05 22:19:56,6.0,1,394,3,11.88877459123046
7.48,80,2023-10-06 05:46:55,3.0,4,394,7,7.621127302391137
3.5,45,2023-10-06 05:52:52,4.8,2,394,3,5.403038358733376
7.4,47,2023-10-06 07:42:41,4.5,4,395,9,6.9247897538086844
4.8,53,2023-10-06 10:06:03,1.5,1,395,4,10.133115397884087
3.6,60,2023-10-06 10:22:42,3.0,2,395,5,9.358332682661967
3.95,24,2023-10-06 11:31:05,4.8,4,395,5,3.294632599631027
3.6,60,2023-10-06 11:53:51,1.5,2,395,5,9.358332682661967
5.5,56,2023-10-06 14:54:11,4.2,3,395,7,6.9247897538086844
8.8,100,2023-10-06 14:58:05,6.0,4,395,6,4.064113191301924
3.5,60,2023-10-05 11:17:00,6.0,1,394,5,11.80056608578351
5.1,45,2023-10-05 11:47:22,6.0,3,394,9,9.512929086000657
3.4,60,2023-10-04 17:18:41,4.8,2,393,6,9.358332682661967
9.8,55,2023-10-04 21:36:20,6.0,2,393,7,9.827190707471331
6.99,55,2023-10-04 23:01:33,6.0,3,393,8,4.064113191301924
4.0,54,2023-10-04 23:55:35,1.5,2,393,5,3.9290021517962006
4.9,45,2023-10-05 09:40:51,4.8,3,394,7,3.294632599631027
7.6,53,2023-10-05 10:19:21,4.8,2,394,9,6.9247897538086844
3.8,25,2023-10-05 10:58:16,6.0,2,394,4,7.433447002203335
3.8,25,2023-10-05 11:00:42,3.0,2,394,4,6.9247897538086844
3.1,42,2023-10-04 16:09:22,3.0,1,393,5,7.857925174484818
13.8,55,2023-10-04 16:03:26,3.3,4,393,13,4.064113191301924
2.9,60,2023-10-04 16:02:23,4.8,2,393,5,14.567025458255204
7.6,64,2023-10-04 14:05:15,6.0,2,393,8,7.621127302391137
4.1,35,2023-10-04 10:33:00,4.8,3,393,5,3.294632599631027
5.5,62,2023-10-01 18:40:36,6.0,2,390,13,6.9247897538086844
6.5,48,2023-10-03 11:18:39,1.5,2,392,6,6.9247897538086844
9.0,60,2023-10-03 14:10:43,4.8,3,392,8,3.023717385504793
6.5,63,2023-10-03 14:24:07,3.0,4,392,9,6.9247897538086844
8.99,109,2023-10-03 14:25:25,4.2,2,392,4,4.064113191301924
6.6,80,2023-10-03 15:33:32,6.0,2,392,5,4.064113191301924
2.7,36,2023-10-03 15:39:21,4.8,1,392,5,13.785265663156585
6.66,40,2023-10-03 18:19:35,6.0,4,392,9,7.857925174484818
3.99,90,2023-10-03 21:33:54,3.3,2,392,7,13.238219163750847
12.98,80,2023-10-04 05:39:42,4.8,2,392,9,5.609554429497919
8.2,65,2023-10-04 08:40:46,6.0,4,393,6,5.394532387889778
3.0,40,2023-10-04 10:09:23,3.0,3,393,4,5.197762532810751
4.5,45,2023-10-03 11:15:00,1.5,3,392,5,8.515390342390537
6.6,83,2023-10-03 11:10:35,6.0,2,392,4,6.9247897538086844
3.65,28,2023-10-02 21:20:05,6.0,2,391,4,9.522242991645674
4.5,38,2023-10-03 08:23:19,3.3,3,392,6,5.937132329400851
4.35,39,2023-10-03 10:12:44,3.3,2,392,3,5.452209455117536
2.25,64,2023-10-03 11:02:31,4.8,1,392,8,5.254048601815579
6.9,55,2023-10-02 14:57:36,6.0,3,391,6,3.9290021517962006
5.1,62,2023-10-02 16:06:22,3.0,4,391,8,10.739296055020445
13.0,77,2023-10-02 16:11:42,3.3,2,391,9,7.031684224173031
4.5,44,2023-10-02 16:47:32,1.5,3,391,5,8.73134109425163
6.9,95,2023-10-02 17:44:15,4.2,2,391,5,6.9247897538086844
10.7,61,2023-10-02 17:44:25,4.8,4,391,14,4.064113191301924
5.4,80,2023-10-02 18:57:52,4.2,3,391,6,7.8231845827625355
2.5,44,2023-10-02 19:22:21,3.3,2,391,5,8.790308792446801
4.0,45,2023-09-10 08:58:06,6.0,3,369,6,7.621127302391137
8.9,80,2023-09-10 10:54:11,3.3,4,369,8,10.527530422973213
7.5,112,2023-09-10 10:58:56,4.8,3,369,7,10.527530422973213
13.0,92,2023-09-10 15:36:50,3.3,3,369,8,5.700976069814315
3.4,30,2023-09-10 19:58:07,4.8,2,369,4,2.8954859944240487
7.49,75,2023-09-10 21:34:32,3.3,4,369,9,7.163038112902075
5.0,40,2023-09-10 21:55:00,4.8,3,369,6,6.534502773280822
5.0,40,2023-09-10 21:59:38,4.8,2,369,6,7.5856104808076426
5.6,60,2023-09-08 15:39:42,6.0,4,367,9,9.191650692833877
5.6,60,2023-09-08 16:12:52,3.3,1,367,5,9.358332682661967
4.35,55,2023-09-08 16:16:44,2.7,2,367,4,6.9247897538086844
9.68,80,2023-09-08 16:22:41,6.0,4,367,8,6.888639745692536
4.2,60,2023-09-08 16:58:17,6.0,2,367,4,4.064113191301924
6.8,71,2023-09-08 20:05:20,6.0,3,367,7,13.169230133108655
3.2,35,2023-09-08 22:37:00,4.2,4,367,7,7.825987619050242
5.1,70,2023-09-09 09:17:13,4.8,4,368,11,10.241456669548269
3.0,35,2023-09-09 09:21:18,4.2,4,368,6,7.606633636816617
13.5,123,2023-09-09 09:43:36,6.0,2,368,9,7.621127302391137
2.0,26,2023-09-08 15:24:55,0.0,2,367,4,10.240431817143143
4.95,53,2023-09-08 10:36:29,4.8,3,367,10,4.064113191301924
4.5,66,2023-09-08 11:23:25,6.0,3,367,5,10.527530422973213
3.8,48,2023-09-08 11:29:10,3.0,2,367,4,10.527530422973213
3.7,39,2023-09-08 13:28:37,2.7,4,367,5,7.621127302391137
4.64,40,2023-09-08 13:58:34,6.0,3,367,9,3.294632599631027
4.675000000000001,55,2023-09-08 14:16:15,4.8,3,367,9,3.1355309029100744
1.9,23,2023-09-08 14:40:13,1.5,2,367,3,3.1355309029100744
4.98,64,2023-09-08 15:14:45,4.8,3,367,7,6.888639745692536
3.8,56,2023-09-07 16:10:43,3.0,3,366,4,7.621127302391137
5.2,72,2023-09-07 16:26:07,4.8,1,366,8,6.9247897538086844
7.3,80,2023-09-07 16:32:23,4.8,2,366,6,4.064113191301924
5.6,60,2023-09-07 16:57:51,4.8,2,366,5,10.939817044474816
3.1,116,2023-09-07 19:14:28,1.5,1,366,3,10.527530422973213
9.68,90,2023-09-07 19:44:11,1.5,3,366,8,7.621127302391137
3.0,120,2023-09-08 08:20:05,3.0,1,367,5,11.488971461983798
2.8,30,2023-09-08 09:28:51,1.5,3,367,4,5.609554429497919
9.0,50,2023-09-08 09:42:45,6.0,2,367,8,5.407161477347062
3.4,40,2023-09-08 09:46:46,4.8,2,367,4,2.928158257291061
1.89,21,2023-09-08 10:04:39,4.8,2,367,4,1.0033381358797573
12.0,60,2023-09-07 11:25:45,6.0,3,366,8,3.023717385504793
3.0,25,2023-09-07 12:04:54,4.8,2,366,8,10.527530422973213
3.9,76,2023-09-07 14:03:09,1.5,2,366,5,10.106696563921856
6.68,78,2023-09-07 08:51:12,1.5,4,366,8,10.527530422973213
5.98,116,2023-09-07 09:14:40,2.7,1,366,5,3.1355309029100744
11.0,90,2023-09-07 10:34:36,6.0,4,366,12,9.358332682661967
9.0,53,2023-09-07 10:46:24,4.8,4,366,8,3.294632599631027
7.5,80,2023-09-07 10:50:31,6.0,3,366,10,10.527530422973213
5.0,36,2023-09-07 10:51:58,6.0,2,366,5,3.023717385504793
5.2,88,2023-09-07 11:01:09,4.8,2,366,5,10.527530422973213
4.8,72,2023-09-06 10:22:00,4.8,4,365,6,10.240431817143143
5.1,78,2023-09-06 10:23:58,1.5,4,365,8,10.527530422973213
7.0,82,2023-09-06 12:20:20,4.2,3,365,8,7.606633636816617
5.8,88,2023-09-06 12:37:38,6.0,1,365,4,9.358332682661967
2.69,47,2023-09-06 12:57:09,1.5,2,365,5,10.240431817143143
3.65,46,2023-09-06 14:21:46,4.8,1,365,4,5.609554429497919
2.53,48,2023-09-06 14:33:03,4.8,2,365,4,10.240431817143143
3.45,40,2023-09-06 15:12:32,1.5,2,365,4,9.260763378716499
3.1,32,2023-09-06 16:15:23,6.0,2,365,3,5.609554429497919
8.0,56,2023-09-06 16:43:37,3.0,4,365,12,4.064113191301924
4.2,46,2023-09-06 16:54:22,4.2,1,365,4,2.8376587700474745
3.7,60,2023-09-06 17:23:00,3.3,2,365,6,10.69595979998014
3.35,52,2023-09-06 18:18:49,1.5,2,365,4,11.662298549643559
8.38,73,2023-09-06 18:38:46,4.5,4,365,8,7.621127302391137
6.35,115,2023-09-06 10:01:08,1.5,1,365,10,9.956327589255476
4.45,36,2023-09-06 09:01:48,3.3,2,365,4,5.609554429497919
11.8,86,2023-09-05 09:12:26,4.8,4,364,9,19.642834228322947
3.5,50,2023-09-05 09:37:26,6.0,1,364,2,3.294632599631027
3.2,77,2023-09-05 09:47:15,1.5,2,364,5,10.241456669548269
6.5,63,2023-09-05 10:02:09,3.0,4,364,7,10.527530422973213
5.38,65,2023-09-05 11:01:03,3.0,4,364,8,10.527530422973213
4.5,113,2023-09-05 13:42:56,4.8,2,364,7,3.294632599631027
3.9,34,2023-09-05 13:54:59,4.2,2,364,4,5.609554429497919
6.3,113,2023-09-05 14:32:57,4.8,1,364,10,9.650401301549396
4.5,55,2023-09-05 14:44:06,2.7,1,364,4,9.358332682661967
5.3,70,2023-09-05 15:28:51,4.8,2,364,4,5.700976069814315
4.6,53,2023-09-05 15:33:34,2.7,3,364,7,15.146771580960193
3.95,45,2023-09-05 15:38:00,3.0,2,364,4,5.609554429497919
4.2,64,2023-09-05 17:11:44,6.0,2,364,5,11.856191040305774
6.98,100,2023-09-05 20:02:06,3.3,2,364,7,7.621127302391137
7.5,55,2023-09-05 20:51:26,6.0,3,364,6,4.064113191301924
3.35,45,2023-09-05 20:57:07,4.8,2,364,5,6.9247897538086844
3.3,50,2023-09-05 20:59:22,4.2,1,364,2,11.730971191037824
4.35,50,2023-09-04 15:46:05,1.5,2,363,5,9.358332682661967
6.5,120,2023-09-04 15:54:03,4.8,3,363,12,6.883597902939541
10.6,90,2023-09-04 16:20:45,3.0,2,363,6,4.064113191301924
4.8,41,2023-09-04 16:43:54,3.3,2,363,8,4.064113191301924
7.1,60,2023-09-04 17:15:17,6.0,3,363,5,4.064113191301924
7.0,68,2023-09-04 21:43:20,4.8,2,363,11,10.527530422973213
3.1,52,2023-09-04 23:53:16,6.0,2,363,5,9.358332682661967
3.8,73,2023-09-01 16:00:56,3.3,1,360,6,11.489769591220233
4.0,70,2023-09-01 16:44:06,1.5,2,360,5,10.69595979998014
5.5,100,2023-09-01 20:55:12,3.3,1,360,4,3.1355309029100744
5.7,50,2023-09-02 06:46:28,6.0,2,360,4,4.064113191301924
4.6,44,2023-09-02 07:45:31,3.3,2,361,4,7.786717080246416
7.68,80,2023-09-02 14:12:50,3.0,4,361,7,7.621127302391137
3.7,53,2023-09-02 15:19:15,4.5,2,361,6,9.503601679478543
4.3,48,2023-09-02 15:54:37,1.5,2,361,4,7.621127302391137
3.3,44,2023-09-02 16:53:40,3.3,2,361,4,10.116628115050043
4.5,80,2023-09-02 19:04:33,4.8,1,361,7,9.358332682661967
4.5,72,2023-09-02 19:52:35,2.7,2,361,8,10.404777127794317
5.3,92,2023-09-02 20:54:00,4.8,4,361,8,9.650401301549396
8.18,80,2023-09-02 23:11:17,4.8,3,361,7,5.609554429497919
6.52,55,2023-09-03 09:01:57,6.0,1,362,8,3.1355309029100744
6.95,90,2023-09-03 09:08:44,4.8,2,362,12,5.403038358733376
4.5,123,2023-09-03 12:34:42,4.8,2,362,14,9.358332682661967
5.7,96,2023-09-03 16:06:46,4.8,4,362,8,4.280816373495755
4.0,52,2023-09-03 18:39:20,4.2,2,362,4,11.304403379894005
6.0,65,2023-09-03 18:45:46,4.8,2,362,9,10.506058453258175
5.9,55,2023-09-03 21:30:12,4.8,2,362,12,4.064113191301924
7.68,76,2023-09-04 07:02:53,0.0,4,362,8,7.031684224173031
5.3,66,2023-09-04 09:31:57,4.8,2,363,5,10.527530422973213
4.9,62,2023-09-04 10:32:53,4.8,3,363,8,9.358332682661967
8.38,78,2023-09-04 11:25:16,3.0,4,363,8,7.5856104808076426
3.45,34,2023-09-04 11:35:43,2.7,3,363,7,10.527530422973213
3.3,54,2023-09-04 13:44:59,6.0,2,363,6,10.527530422973213
1.95,28,2023-08-31 09:35:23,3.0,2,359,4,7.621127302391137
3.1,45,2023-08-31 12:53:00,1.5,2,359,3,10.240431817143143
5.6,40,2023-08-31 16:03:41,4.8,3,359,7,3.294632599631027
5.5,72,2023-08-31 16:14:32,1.5,2,359,4,8.241803310037485
7.8,76,2023-08-31 16:59:13,4.8,4,359,9,10.527530422973213
4.2,52,2023-08-31 17:12:44,4.8,2,359,7,6.9247897538086844
5.8,65,2023-08-31 17:19:06,1.5,2,359,5,4.064113191301924
9.99,48,2023-08-31 18:01:33,4.8,2,359,6,3.294632599631027
3.8,79,2023-08-31 23:39:00,2.7,1,359,2,14.533454758837136
6.38,78,2023-09-01 09:07:14,4.8,4,360,8,10.527530422973213
5.6,63,2023-09-01 09:12:25,4.8,4,360,8,10.527530422973213
10.38,100,2023-09-01 10:15:44,4.8,4,360,8,5.609554429497919
4.2,91,2023-09-01 10:59:24,3.3,1,360,4,9.358332682661967
4.6,40,2023-09-01 11:30:22,1.5,2,360,4,2.7962695817831884
2.8,30,2023-09-01 11:41:40,2.7,2,360,3,2.8758246146071444
2.7,21,2023-09-01 11:44:18,4.2,2,360,4,2.7962695817831884
4.0,35,2023-09-01 12:33:17,6.0,2,360,4,4.064113191301924
7.5,55,2023-08-30 16:13:15,4.8,2,358,11,4.064113191301924
4.0,85,2023-08-30 16:17:23,1.5,2,358,8,12.925664769899278
2.8,14,2023-08-30 16:46:52,3.3,3,358,4,3.946774080326095
6.6,88,2023-08-30 16:54:09,4.8,2,358,5,6.9247897538086844
8.8,90,2023-08-30 16:58:54,3.0,2,358,5,4.248238950861726
5.9,40,2023-08-31 07:49:23,6.0,4,359,8,3.294632599631027
5.8,50,2023-08-30 15:56:44,4.8,3,358,7,4.064113191301924
2.0,24,2023-08-30 15:45:19,4.2,2,358,3,7.621127302391137
12.8,100,2023-08-29 20:23:24,4.8,4,357,9,10.527530422973213
4.8,72,2023-08-29 21:04:25,6.0,3,357,8,9.358332682661967
3.5,26,2023-08-29 21:38:40,4.8,2,357,3,5.609554429497919
4.5,40,2023-08-30 07:42:19,4.8,4,358,10,2.669495445036922
5.3,64,2023-08-30 08:40:46,6.0,2,358,4,9.218796574570359
4.7,42,2023-08-30 08:42:41,4.8,3,358,7,6.26798947167188
4.95,68,2023-08-30 09:14:35,3.0,2,358,8,10.527530422973213
3.0,52,2023-08-30 09:26:16,3.3,2,358,3,9.358332682661967
6.0,80,2023-08-30 10:21:49,1.5,3,358,8,3.1355309029100744
2.5,20,2023-08-30 13:35:28,3.3,3,358,4,3.494470224021991
4.9,40,2023-08-30 14:54:16,2.7,3,358,4,6.9247897538086844
9.5,116,2023-08-30 14:56:32,6.0,4,358,6,9.418653578000788
2.99,80,2023-08-28 15:05:54,4.2,2,356,5,3.1355309029100744
3.0,40,2023-08-28 15:26:01,3.3,2,356,5,10.527530422973213
8.3,72,2023-08-28 17:56:59,4.8,3,356,8,3.294632599631027
4.7,110,2023-08-28 19:07:10,4.8,2,356,6,13.071705944083835
10.6,70,2023-08-28 22:31:41,3.0,2,356,9,3.294632599631027
7.38,108,2023-08-29 08:27:48,3.0,3,357,8,7.621127302391137
5.0,35,2023-08-29 09:27:48,6.0,3,357,6,4.064113191301924
4.0,110,2023-08-29 11:27:56,4.2,1,357,10,11.730971191037824
5.2,42,2023-08-29 13:52:44,4.8,3,357,8,3.294632599631027
1.9,23,2023-08-29 15:39:44,1.5,2,357,2,3.1355309029100744
5.0,50,2023-08-29 15:56:28,6.0,3,357,5,4.064113191301924
4.95,43,2023-08-28 10:33:17,6.0,2,356,7,4.108870179236639
4.8,45,2023-08-28 11:47:57,6.0,3,356,7,3.294632599631027
6.8,110,2023-08-27 17:43:16,6.0,4,355,12,10.527530422973213
10.58,100,2023-08-27 17:56:20,3.3,3,355,9,7.621127302391137
5.2,38,2023-08-27 18:07:22,4.8,3,355,9,3.294632599631027
5.5,30,2023-08-28 06:53:54,6.0,3,355,7,3.4460480564865783
4.2,78,2023-08-27 16:03:51,3.0,2,355,5,8.255172268726085
3.99,80,2023-08-27 15:05:28,6.0,2,355,5,3.1355309029100744
